Response Time,Age,Gender,Country,Education,Job Title,Int Age
1015,25-29,Woman,India,Master’s degree,Other,25
730,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,30
216,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
905,50-54,Man,Taiwan,Bachelor’s degree,Research Scientist,50
1768,22-24,Man,India,Bachelor’s degree,Data Scientist,22
503,30-34,Woman,Egypt,Bachelor’s degree,Currently not employed,30
1763,25-29,Man,Turkey,Bachelor’s degree,Data Scientist,25
4442,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,25
836,18-21,Man,India,Bachelor’s degree,Software Engineer,18
2327,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,40
159,22-24,Prefer not to say,I do not wish to disclose my location,Bachelor’s degree,Software Engineer,22
478,22-24,Woman,India,Master’s degree,Currently not employed,22
500,40-44,Man,Spain,Doctoral degree,Data Scientist,40
7272,35-39,Man,Pakistan,Doctoral degree,Student,35
910,50-54,Woman,United States of America,Master’s degree,DBA/Database Engineer,50
551,30-34,Man,India,Master’s degree,Other,30
590,18-21,Man,Mexico,Bachelor’s degree,Business Analyst,18
627,50-54,Man,Poland,Master’s degree,Data Scientist,50
582,25-29,Man,South Korea,Master’s degree,Student,25
623,45-49,Man,United States of America,Master’s degree,Data Engineer,45
724,30-34,Man,Uganda,Bachelor’s degree,Other,30
1148,25-29,Woman,India,Doctoral degree,Research Scientist,25
524,25-29,Man,Greece,Bachelor’s degree,Data Analyst,25
1035,22-24,Man,India,Bachelor’s degree,Data Scientist,22
188,18-21,Woman,Egypt,No formal education past high school,Business Analyst,18
1254,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,18
562,50-54,Woman,Australia,Some college/university study without earning a bachelor’s degree,Data Engineer,50
1024,35-39,Man,Japan,Master’s degree,Other,35
1101,50-54,Man,Netherlands,Master’s degree,Business Analyst,50
4016,55-59,Man,India,Doctoral degree,Data Scientist,55
925,25-29,Woman,India,Bachelor’s degree,Currently not employed,25
935,30-34,Man,Viet Nam,Master’s degree,Data Scientist,30
604,18-21,Woman,Russia,Bachelor’s degree,Business Analyst,18
1317,35-39,Man,India,Bachelor’s degree,Program/Project Manager,35
534,22-24,Man,India,Master’s degree,Data Scientist,22
542,18-21,Man,China,Bachelor’s degree,Student,18
640,70+,Man,Germany,Doctoral degree,Program/Project Manager,70
531,22-24,Man,Kenya,Bachelor’s degree,Student,22
541,30-34,Woman,United States of America,Master’s degree,Student,30
584,40-44,Man,Ireland,No formal education past high school,Other,40
6702,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,60
634,18-21,Man,India,Bachelor’s degree,Student,18
380,18-21,Man,Other,Bachelor’s degree,Student,18
688,40-44,Woman,India,Master’s degree,Other,40
1783,25-29,Man,India,Master’s degree,Data Analyst,25
481,22-24,Man,India,Bachelor’s degree,Software Engineer,22
7376,30-34,Woman,India,Master’s degree,Currently not employed,30
1107,25-29,Man,India,Bachelor’s degree,Developer Relations/Advocacy,25
524,45-49,Man,India,Bachelor’s degree,Other,45
1107,25-29,Man,India,Master’s degree,Data Analyst,25
133643,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,25
248,18-21,Man,India,Bachelor’s degree,Student,18
483,35-39,Woman,United States of America,Master’s degree,Research Scientist,35
1199,45-49,Man,Peru,Master’s degree,Research Scientist,45
934,30-34,Man,United States of America,Master’s degree,Data Scientist,30
639,25-29,Man,Brazil,Master’s degree,Data Scientist,25
1931,22-24,Man,India,Master’s degree,Data Analyst,22
573,18-21,Man,India,Bachelor’s degree,Student,18
6819,50-54,Man,United States of America,Master’s degree,Program/Project Manager,50
367,60-69,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,60
225,30-34,Man,United States of America,Master’s degree,Research Scientist,30
544,40-44,Man,India,Bachelor’s degree,Product Manager,40
588,40-44,Man,United States of America,Doctoral degree,Data Scientist,40
429,30-34,Man,France,Master’s degree,Data Scientist,30
2185,40-44,Man,India,Master’s degree,Software Engineer,40
142746,45-49,Prefer not to say,Other,No formal education past high school,Data Analyst,45
481,18-21,Man,India,Bachelor’s degree,Student,18
1041,25-29,Man,Other,Master’s degree,Software Engineer,25
930,25-29,Woman,Nepal,Bachelor’s degree,Data Engineer,25
385,30-34,Man,India,Bachelor’s degree,Other,30
749,30-34,Woman,United States of America,Doctoral degree,Data Engineer,30
2399,18-21,Man,Italy,Master’s degree,Student,18
187,22-24,Woman,Russia,Bachelor’s degree,Machine Learning Engineer,22
1437,25-29,Man,Bangladesh,Master’s degree,Software Engineer,25
626,22-24,Man,India,Master’s degree,Software Engineer,22
535,22-24,Man,India,Bachelor’s degree,Student,22
883,22-24,Man,India,Bachelor’s degree,Program/Project Manager,22
527,35-39,Man,Germany,Master’s degree,Other,35
580,18-21,Man,India,Bachelor’s degree,Software Engineer,18
1061,22-24,Woman,Other,Bachelor’s degree,Other,22
814,18-21,Man,India,Bachelor’s degree,Student,18
372,35-39,Man,India,Bachelor’s degree,Data Engineer,35
258,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,22
573,40-44,Man,United States of America,Doctoral degree,Program/Project Manager,40
635,40-44,Woman,India,Doctoral degree,Currently not employed,40
223,18-21,Man,India,Bachelor’s degree,Student,18
999,55-59,Man,Japan,Doctoral degree,Research Scientist,55
1476,40-44,Woman,United States of America,Doctoral degree,Other,40
160935,30-34,Man,Brazil,Master’s degree,Data Scientist,30
690,25-29,Man,India,Master’s degree,Machine Learning Engineer,25
2227,30-34,Man,India,Master’s degree,Data Scientist,30
610,30-34,Woman,Malaysia,Bachelor’s degree,Currently not employed,30
643,25-29,Man,Spain,I prefer not to answer,Currently not employed,25
213,25-29,Man,Japan,Doctoral degree,Student,25
330,18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Student,18
867,30-34,Man,Russia,Bachelor’s degree,Software Engineer,30
651,25-29,Man,United States of America,Master’s degree,Data Scientist,25
706,30-34,Man,Spain,Doctoral degree,Data Scientist,30
207,22-24,Woman,India,Bachelor’s degree,Student,22
1073,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,22
776,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,30
922,18-21,Woman,India,Bachelor’s degree,Data Analyst,18
1577,40-44,Man,Russia,Master’s degree,Machine Learning Engineer,40
8800,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,25
473,18-21,Man,Indonesia,Bachelor’s degree,Software Engineer,18
859,45-49,Man,Mexico,Master’s degree,Data Analyst,45
337,22-24,Man,Bangladesh,Bachelor’s degree,Student,22
169,18-21,Man,Other,Bachelor’s degree,Student,18
750,40-44,Man,Singapore,Bachelor’s degree,Data Analyst,40
534,25-29,Man,Brazil,Bachelor’s degree,Data Engineer,25
505,45-49,Man,United Arab Emirates,Bachelor’s degree,Program/Project Manager,45
827,35-39,Man,Russia,Doctoral degree,Software Engineer,35
607,30-34,Woman,United States of America,Professional doctorate,Other,30
1021,30-34,Man,Ghana,Bachelor’s degree,Data Scientist,30
183,35-39,Woman,Canada,Master’s degree,Business Analyst,35
476,18-21,Man,Colombia,Master’s degree,Student,18
1085,22-24,Man,India,Bachelor’s degree,Business Analyst,22
728,30-34,Man,Netherlands,Doctoral degree,Research Scientist,30
576,60-69,Man,India,Master’s degree,Program/Project Manager,60
667,18-21,Woman,India,Bachelor’s degree,Student,18
843,55-59,Man,Philippines,Doctoral degree,Data Scientist,55
530,18-21,Man,India,No formal education past high school,Data Scientist,18
807,22-24,Man,Nepal,Bachelor’s degree,Software Engineer,22
1578,25-29,Man,India,Master’s degree,Business Analyst,25
607,18-21,Man,Viet Nam,Master’s degree,Student,18
497,35-39,Man,Spain,Master’s degree,Other,35
1256,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,30
652,35-39,Woman,United States of America,Master’s degree,Data Scientist,35
1699,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,25
403,25-29,Man,United States of America,Master’s degree,Data Engineer,25
795,30-34,Man,Other,Bachelor’s degree,Data Analyst,30
1022,30-34,Man,India,Bachelor’s degree,Data Analyst,30
625,50-54,Man,United States of America,Master’s degree,Software Engineer,50
532,25-29,Man,Germany,Bachelor’s degree,Software Engineer,25
843,22-24,Man,Argentina,Bachelor’s degree,Program/Project Manager,22
722,25-29,Woman,France,Master’s degree,Business Analyst,25
356,18-21,Man,India,Bachelor’s degree,Data Analyst,18
436,40-44,Woman,Canada,Master’s degree,Data Analyst,40
1230,30-34,Man,Turkey,Master’s degree,Software Engineer,30
3587,30-34,Man,Pakistan,Professional doctorate,Data Scientist,30
676885,35-39,Man,United States of America,Bachelor’s degree,Data Scientist,35
1367,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,35
574,30-34,Man,India,Master’s degree,Data Analyst,30
449,55-59,Woman,United States of America,Doctoral degree,Currently not employed,55
662460,45-49,Man,Japan,No formal education past high school,Data Analyst,45
828,25-29,Man,Japan,Master’s degree,Other,25
659,45-49,Man,Other,Master’s degree,Other,45
169,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Business Analyst,18
1313,40-44,Man,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,40
1113,22-24,Man,India,Master’s degree,Data Scientist,22
1350,18-21,Man,Sri Lanka,Master’s degree,Data Scientist,18
478,45-49,Man,Mexico,Some college/university study without earning a bachelor’s degree,Software Engineer,45
649,30-34,Man,United States of America,Master’s degree,Data Scientist,30
326,22-24,Woman,Other,Master’s degree,Software Engineer,22
900,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist,18
1120,30-34,Man,Other,Professional doctorate,Program/Project Manager,30
1101,25-29,Man,Nigeria,Master’s degree,Student,25
171,18-21,Man,India,Bachelor’s degree,Student,18
230,25-29,Woman,India,Bachelor’s degree,Other,25
521,25-29,Woman,India,Bachelor’s degree,Data Analyst,25
634,18-21,Man,Indonesia,Bachelor’s degree,Student,18
654,18-21,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,18
198,35-39,Man,Hong Kong (S.A.R.),Bachelor’s degree,Currently not employed,35
370,18-21,Woman,Other,I prefer not to answer,Student,18
1011,60-69,Man,Pakistan,Doctoral degree,Research Scientist,60
271,18-21,Woman,India,Bachelor’s degree,Student,18
758,25-29,Man,India,Master’s degree,Machine Learning Engineer,25
284,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
382,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,18
315,22-24,Woman,India,Bachelor’s degree,Student,22
1798,45-49,Man,India,Doctoral degree,Research Scientist,45
751,22-24,Man,India,Bachelor’s degree,Product Manager,22
933,40-44,Man,Other,Doctoral degree,Machine Learning Engineer,40
575,40-44,Man,Singapore,Some college/university study without earning a bachelor’s degree,Data Analyst,40
102654,18-21,Man,Russia,Bachelor’s degree,Student,18
578,45-49,Woman,Egypt,Doctoral degree,Research Scientist,45
1054,30-34,Man,India,Bachelor’s degree,Other,30
371,25-29,Man,Singapore,Bachelor’s degree,Student,25
441,45-49,Woman,Romania,Some college/university study without earning a bachelor’s degree,Program/Project Manager,45
563554,18-21,Man,Other,Bachelor’s degree,Student,18
420,40-44,Man,Germany,Doctoral degree,Business Analyst,40
1270,45-49,Man,United States of America,Doctoral degree,Other,45
738,30-34,Man,France,Doctoral degree,Software Engineer,30
562,55-59,Man,Spain,Master’s degree,Data Scientist,55
141,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,18
663,25-29,Prefer not to say,Morocco,Doctoral degree,Machine Learning Engineer,25
326,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,30
1174,35-39,Man,Nigeria,Master’s degree,Data Scientist,35
433,25-29,Man,India,Bachelor’s degree,Currently not employed,25
396,18-21,Man,Russia,Master’s degree,Data Analyst,18
588,70+,Man,United States of America,Doctoral degree,Business Analyst,70
934,25-29,Man,India,Master’s degree,Other,25
485,30-34,Man,Bangladesh,Master’s degree,Other,30
3447,30-34,Man,Germany,Master’s degree,Business Analyst,30
356743,22-24,Woman,Italy,Master’s degree,Student,22
1250,60-69,Man,Italy,Master’s degree,Data Scientist,60
616,22-24,Man,Mexico,Master’s degree,Data Analyst,22
1214,25-29,Man,Nepal,Bachelor’s degree,Data Scientist,25
1714,30-34,Man,India,Master’s degree,Program/Project Manager,30
918,55-59,Man,Spain,Master’s degree,Software Engineer,55
986,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
553,60-69,Man,Russia,No formal education past high school,Developer Relations/Advocacy,60
3666,22-24,Woman,Bangladesh,Bachelor’s degree,Student,22
1187926,22-24,Man,Russia,Professional doctorate,Statistician,22
724,25-29,Man,Taiwan,Master’s degree,Research Scientist,25
637,30-34,Man,India,Bachelor’s degree,Data Engineer,30
410,22-24,Man,Pakistan,Bachelor’s degree,Data Scientist,22
684,45-49,Man,India,Doctoral degree,Research Scientist,45
527,22-24,Man,India,Master’s degree,Student,22
617,35-39,Man,Mexico,Doctoral degree,Research Scientist,35
374,18-21,Man,India,Bachelor’s degree,Student,18
782,40-44,Man,United States of America,Bachelor’s degree,Software Engineer,40
513,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,18
5992,30-34,Man,United States of America,Master’s degree,Data Analyst,30
504,35-39,Man,Malaysia,Master’s degree,Data Engineer,35
914,25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,25
595,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
25721,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,22
472,18-21,Man,India,Bachelor’s degree,Software Engineer,18
754,45-49,Man,United States of America,Doctoral degree,Data Analyst,45
743,25-29,Man,India,Bachelor’s degree,Currently not employed,25
403,35-39,Woman,Denmark,Master’s degree,Student,35
229,22-24,Man,India,Master’s degree,Student,22
14627,50-54,Man,Russia,Master’s degree,Currently not employed,50
1364,22-24,Man,Bangladesh,Bachelor’s degree,DBA/Database Engineer,22
911,50-54,Man,Japan,Bachelor’s degree,Software Engineer,50
471,22-24,Woman,Indonesia,Master’s degree,Currently not employed,22
590,30-34,Man,Argentina,Master’s degree,Business Analyst,30
482,22-24,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,22
594,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,30
665,35-39,Man,Israel,Bachelor’s degree,Data Scientist,35
271,25-29,Man,Spain,Bachelor’s degree,Currently not employed,25
544,25-29,Man,Indonesia,Bachelor’s degree,Data Scientist,25
359,22-24,Man,India,Bachelor’s degree,Data Analyst,22
449,30-34,Woman,Spain,Bachelor’s degree,Software Engineer,30
730,45-49,Woman,South Korea,Bachelor’s degree,Data Engineer,45
569,25-29,Woman,India,Bachelor’s degree,Software Engineer,25
406,35-39,Man,India,Bachelor’s degree,Program/Project Manager,35
660,30-34,Man,Denmark,Doctoral degree,Research Scientist,30
1972,25-29,Man,India,Master’s degree,Currently not employed,25
744,25-29,Man,Turkey,Master’s degree,Machine Learning Engineer,25
990,45-49,Man,Egypt,Master’s degree,Software Engineer,45
542,35-39,Man,Germany,Doctoral degree,Data Analyst,35
630,22-24,Man,China,Bachelor’s degree,Data Engineer,22
383,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Research Scientist,18
14566,25-29,Man,Brazil,Master’s degree,Data Scientist,25
441,22-24,Woman,United States of America,Master’s degree,Machine Learning Engineer,22
774,22-24,Man,China,Master’s degree,Student,22
302,45-49,Man,Other,Master’s degree,Data Analyst,45
884,30-34,Man,Other,Doctoral degree,Research Scientist,30
445,25-29,Man,Spain,Doctoral degree,Currently not employed,25
4533,30-34,Man,Other,Master’s degree,Program/Project Manager,30
253,30-34,Man,India,Master’s degree,Data Analyst,30
517,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
31698,25-29,Man,United States of America,Master’s degree,Software Engineer,25
584,40-44,Woman,United States of America,Master’s degree,Data Scientist,40
192,18-21,Man,India,Bachelor’s degree,Student,18
1910,45-49,Woman,Malaysia,Doctoral degree,Research Scientist,45
3176,40-44,Man,Russia,Master’s degree,Business Analyst,40
397,35-39,Man,India,Master’s degree,Data Analyst,35
542,45-49,Man,United States of America,Doctoral degree,Software Engineer,45
214,22-24,Man,India,Master’s degree,Software Engineer,22
631,25-29,Man,Thailand,No formal education past high school,Student,25
1569,25-29,Man,India,Master’s degree,Other,25
735,25-29,Woman,India,Bachelor’s degree,Data Engineer,25
456,45-49,Man,Spain,Doctoral degree,Research Scientist,45
538,40-44,Man,South Korea,Bachelor’s degree,Program/Project Manager,40
2276,22-24,Man,Kenya,Master’s degree,Data Scientist,22
591,22-24,Man,India,Bachelor’s degree,Currently not employed,22
436,22-24,Prefer not to say,"Iran, Islamic Republic of...",Bachelor’s degree,Student,22
984,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,18
1585,50-54,Man,Japan,Bachelor’s degree,Program/Project Manager,50
1065,40-44,Man,Ecuador,Doctoral degree,Research Scientist,40
511,22-24,Man,Czech Republic,Master’s degree,Student,22
997,22-24,Woman,Egypt,No formal education past high school,Student,22
326,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,22
840,35-39,Man,Nigeria,Bachelor’s degree,Other,35
3480,25-29,Man,Taiwan,Master’s degree,Data Engineer,25
713,40-44,Man,Russia,I prefer not to answer,Machine Learning Engineer,40
361,25-29,Woman,Saudi Arabia,Master’s degree,Data Scientist,25
554,22-24,Man,Nigeria,Bachelor’s degree,Other,22
686,22-24,Man,China,Doctoral degree,Student,22
487,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,45
858,50-54,Woman,Brazil,Doctoral degree,Data Analyst,50
518,22-24,Man,Australia,Master’s degree,Data Analyst,22
413,22-24,Man,United States of America,Master’s degree,Data Scientist,22
733,25-29,Man,Nigeria,Master’s degree,Data Analyst,25
611,25-29,Man,Mexico,Bachelor’s degree,Data Scientist,25
397,25-29,Man,China,Master’s degree,Data Engineer,25
718,18-21,Woman,Norway,Some college/university study without earning a bachelor’s degree,Data Scientist,18
1009,22-24,Woman,Morocco,Bachelor’s degree,Data Scientist,22
1138,40-44,Prefer not to say,Pakistan,Professional doctorate,Machine Learning Engineer,40
460,18-21,Man,Nigeria,No formal education past high school,Student,18
543,18-21,Woman,Malaysia,Bachelor’s degree,Student,18
482,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,35
1041,45-49,Man,United States of America,Master’s degree,Other,45
767,22-24,Man,China,Bachelor’s degree,Data Scientist,22
1679,30-34,Man,Nigeria,Bachelor’s degree,Other,30
425,18-21,Man,India,Bachelor’s degree,Student,18
1128,70+,Man,Japan,Doctoral degree,Currently not employed,70
1992,55-59,Man,Ukraine,Doctoral degree,Research Scientist,55
281,35-39,Woman,United States of America,Master’s degree,Product Manager,35
658,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,22
561,22-24,Woman,Turkey,Master’s degree,Machine Learning Engineer,22
355,22-24,Man,India,Bachelor’s degree,Student,22
550,18-21,Woman,India,Bachelor’s degree,Student,18
661,45-49,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,45
737,22-24,Man,Tunisia,No formal education past high school,Student,22
1099,50-54,Man,India,I prefer not to answer,Research Scientist,50
554,25-29,Woman,Germany,Master’s degree,Software Engineer,25
68532,18-21,Man,India,Bachelor’s degree,Student,18
629,18-21,Man,India,Master’s degree,Software Engineer,18
583,35-39,Man,China,Bachelor’s degree,Data Engineer,35
1352,30-34,Man,Russia,Master’s degree,Developer Relations/Advocacy,30
536,55-59,Woman,Spain,Doctoral degree,Data Scientist,55
553,30-34,Woman,Thailand,Master’s degree,Data Analyst,30
1458,22-24,Man,Tunisia,Doctoral degree,Student,22
809,22-24,Man,India,Bachelor’s degree,Currently not employed,22
1570,25-29,Man,Colombia,Master’s degree,Data Scientist,25
5695,45-49,Man,Canada,Bachelor’s degree,Currently not employed,45
1015,45-49,Man,Russia,I prefer not to answer,Data Analyst,45
1088,30-34,Man,India,Bachelor’s degree,Currently not employed,30
731,18-21,Woman,India,Bachelor’s degree,Student,18
442,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Business Analyst,25
793,18-21,Woman,Morocco,Master’s degree,Software Engineer,18
570,30-34,Man,India,Bachelor’s degree,Software Engineer,30
1313,18-21,Woman,India,Bachelor’s degree,Student,18
877,22-24,Woman,India,Master’s degree,Software Engineer,22
390,55-59,Man,United Arab Emirates,Bachelor’s degree,Product Manager,55
426,18-21,Man,India,Master’s degree,Machine Learning Engineer,18
643,35-39,Woman,India,Doctoral degree,Other,35
911,25-29,Man,China,Master’s degree,Student,25
2801,40-44,Woman,Indonesia,Bachelor’s degree,Data Scientist,40
313,30-34,Man,Other,Bachelor’s degree,Data Scientist,30
995,22-24,Man,Kenya,Bachelor’s degree,Statistician,22
558,25-29,Man,Pakistan,Master’s degree,Other,25
474,22-24,Woman,India,Some college/university study without earning a bachelor’s degree,Software Engineer,22
646,25-29,Man,Malaysia,Bachelor’s degree,Data Analyst,25
1216,35-39,Man,China,Bachelor’s degree,Software Engineer,35
786,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,25
7827,35-39,Woman,Japan,Bachelor’s degree,Other,35
882,25-29,Man,India,Bachelor’s degree,Data Scientist,25
426,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,22
651,25-29,Woman,Germany,Doctoral degree,Research Scientist,25
1200,30-34,Man,Other,Master’s degree,Data Scientist,30
984,18-21,Man,Tunisia,Master’s degree,Software Engineer,18
2115,30-34,Man,United States of America,Master’s degree,Data Analyst,30
33623,30-34,Man,Colombia,Master’s degree,Software Engineer,30
928,18-21,Man,India,Bachelor’s degree,Student,18
548,60-69,Man,Argentina,Master’s degree,Currently not employed,60
861,45-49,Man,Brazil,Doctoral degree,Program/Project Manager,45
501,18-21,Man,Japan,Bachelor’s degree,Student,18
5031,22-24,Man,India,Bachelor’s degree,Other,22
894,18-21,Man,Mexico,Master’s degree,Software Engineer,18
991,35-39,Man,Brazil,Doctoral degree,Research Scientist,35
733,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,25
572,18-21,Woman,India,Bachelor’s degree,Student,18
615,50-54,Woman,Indonesia,Doctoral degree,Program/Project Manager,50
794,45-49,Man,United States of America,Bachelor’s degree,Currently not employed,45
900,25-29,Man,Singapore,Master’s degree,Student,25
998,40-44,Woman,Brazil,Master’s degree,Data Scientist,40
618,30-34,Woman,India,Doctoral degree,Data Scientist,30
888,18-21,Woman,India,Bachelor’s degree,Other,18
712,30-34,Woman,Czech Republic,Master’s degree,Data Analyst,30
1676,25-29,Woman,Germany,Master’s degree,Research Scientist,25
863,35-39,Woman,India,Bachelor’s degree,Software Engineer,35
770,22-24,Man,India,Bachelor’s degree,Data Scientist,22
760,25-29,Man,Australia,Bachelor’s degree,Other,25
846,22-24,Man,India,Master’s degree,Currently not employed,22
535,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,45
402,18-21,Man,Thailand,Master’s degree,Student,18
234,35-39,Man,Viet Nam,I prefer not to answer,Other,35
2175,18-21,Man,India,Bachelor’s degree,Data Scientist,18
1351,18-21,Woman,Indonesia,Master’s degree,Machine Learning Engineer,18
484,22-24,Woman,Kenya,Bachelor’s degree,Currently not employed,22
488,25-29,Man,Pakistan,Master’s degree,Student,25
855,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Product Manager,50
25193,50-54,Woman,United States of America,Master’s degree,Other,50
1617,25-29,Man,Other,Bachelor’s degree,Data Analyst,25
664,25-29,Man,Brazil,Bachelor’s degree,Student,25
678,60-69,Man,United States of America,Doctoral degree,Software Engineer,60
1142,35-39,Woman,United States of America,Bachelor’s degree,Research Scientist,35
719,18-21,Man,India,Bachelor’s degree,Student,18
1031,25-29,Man,Pakistan,Master’s degree,Software Engineer,25
240,30-34,Man,Belgium,No formal education past high school,DBA/Database Engineer,30
217,18-21,Woman,Russia,Bachelor’s degree,Student,18
258,45-49,Man,Australia,Bachelor’s degree,Currently not employed,45
341,18-21,Man,India,I prefer not to answer,Student,18
876,50-54,Man,Brazil,Master’s degree,Student,50
1036,22-24,Man,Pakistan,Bachelor’s degree,Student,22
619,35-39,Man,Spain,Master’s degree,Machine Learning Engineer,35
796,45-49,Man,France,Master’s degree,Data Engineer,45
564,18-21,Man,India,Bachelor’s degree,Software Engineer,18
143,22-24,Man,India,Bachelor’s degree,Student,22
457,35-39,Woman,India,Bachelor’s degree,Program/Project Manager,35
190,18-21,Man,India,Master’s degree,Student,18
501,25-29,Man,Japan,Master’s degree,Data Scientist,25
2932,45-49,Man,Japan,Master’s degree,Other,45
295,40-44,Woman,Brazil,Master’s degree,Currently not employed,40
399,18-21,Man,India,Bachelor’s degree,Student,18
1820,30-34,Man,India,Master’s degree,Other,30
365,30-34,Man,China,Doctoral degree,Data Scientist,30
551,40-44,Man,Germany,Master’s degree,Data Engineer,40
9718,45-49,Man,Spain,Bachelor’s degree,Product Manager,45
344,18-21,Man,India,Bachelor’s degree,Student,18
1177,35-39,Man,United States of America,Master’s degree,Data Scientist,35
400,22-24,Man,Indonesia,No formal education past high school,Data Analyst,22
766,50-54,Man,Sweden,Master’s degree,Currently not employed,50
1029,25-29,Man,Israel,Bachelor’s degree,Other,25
1326,35-39,Man,India,Master’s degree,Data Analyst,35
279627,40-44,Man,India,Bachelor’s degree,Data Engineer,40
1048,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,22
774,50-54,Man,Taiwan,Doctoral degree,Machine Learning Engineer,50
518,30-34,Woman,India,Master’s degree,Currently not employed,30
3031,18-21,Man,India,Bachelor’s degree,Student,18
51609,25-29,Man,India,Master’s degree,Machine Learning Engineer,25
293,22-24,Man,Russia,Master’s degree,Currently not employed,22
473,30-34,Man,United States of America,Master’s degree,Data Scientist,30
260,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Program/Project Manager,35
195,55-59,Man,Italy,Doctoral degree,Statistician,55
2001,18-21,Man,India,Bachelor’s degree,Business Analyst,18
4163,30-34,Man,Nigeria,Bachelor’s degree,Business Analyst,30
35660,25-29,Man,Nigeria,Master’s degree,Student,25
1397,50-54,Man,"Iran, Islamic Republic of...",Professional doctorate,Machine Learning Engineer,50
334,18-21,Man,India,Bachelor’s degree,Student,18
914,45-49,Man,Austria,I prefer not to answer,Data Engineer,45
539,18-21,Man,India,Bachelor’s degree,Student,18
776,60-69,Man,United States of America,Doctoral degree,Other,60
1462,25-29,Man,Canada,Master’s degree,Data Analyst,25
864,18-21,Man,India,Bachelor’s degree,Student,18
551,55-59,Man,United States of America,Bachelor’s degree,Software Engineer,55
411,22-24,Man,Russia,Master’s degree,Data Scientist,22
1072,25-29,Man,Russia,I prefer not to answer,Other,25
376,22-24,Woman,United States of America,Master’s degree,Student,22
763,22-24,Man,India,I prefer not to answer,Machine Learning Engineer,22
1186,30-34,Woman,China,Bachelor’s degree,Data Scientist,30
348,18-21,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,18
651,18-21,Man,India,Bachelor’s degree,Student,18
1621,30-34,Man,Iraq,Master’s degree,Machine Learning Engineer,30
783,40-44,Woman,Germany,Doctoral degree,Data Scientist,40
504,22-24,Man,India,Bachelor’s degree,Student,22
319,18-21,Man,India,Bachelor’s degree,Student,18
530,25-29,Man,United States of America,Master’s degree,Data Scientist,25
2827,22-24,Woman,Pakistan,Master’s degree,Machine Learning Engineer,22
1603,55-59,Man,Argentina,Bachelor’s degree,Business Analyst,55
422,18-21,Woman,India,Bachelor’s degree,Student,18
60485,25-29,Man,United States of America,I prefer not to answer,Student,25
