,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary,Avg. Investment
7114,3522,25-29,Woman,Other,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
7115,5616,25-29,Woman,Viet Nam,I prefer not to answer,Other,I have never written code,$0 ($USD),$0-999,500.0,0
7116,340,40-44,Man,Morocco,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","30,000-39,999",35000.0,5000
7117,721,25-29,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
7118,684,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,$0 ($USD),"90,000-99,999",95000.0,0
7119,602,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","5,000-7,499",65000.0,5000
7120,3693,22-24,Man,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
7121,589,25-29,Woman,Czech Republic,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0,50
7122,977,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7123,204,25-29,Man,India,Doctoral degree,Student,< 1 years,0,0,0.0,0
7124,213,22-24,Man,Thailand,Bachelor’s degree,Student,10-20 years,0,0,0.0,0
7125,43835,25-29,Woman,Egypt,Master’s degree,Machine Learning Engineer,3-5 years,$100-$999,"1,000-1,999",1500.0,500
7126,369,18-21,Man,Viet Nam,No formal education past high school,Student,< 1 years,0,0,0.0,0
7127,2489,50-54,Man,Canada,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,"$10,000-$99,999","30,000-39,999",35000.0,50000
7128,333,18-21,Man,India,Bachelor’s degree,Data Scientist,I have never written code,$0 ($USD),$0-999,500.0,0
7129,622,30-34,Man,United States of America,Master’s degree,Software Engineer,10-20 years,"$10,000-$99,999","125,000-149,999",132000.0,50000
7130,1158,30-34,Man,Australia,Master’s degree,Student,5-10 years,0,0,0.0,0
7131,183,18-21,Man,Russia,No formal education past high school,Student,< 1 years,0,0,0.0,0
7132,894,18-21,Woman,Pakistan,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7133,734,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7134,30065,25-29,Man,India,Master’s degree,Student,< 1 years,0,0,0.0,0
7135,327,22-24,Woman,India,Master’s degree,Student,1-3 years,0,0,0.0,0
7136,1236,50-54,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),"10,000-14,999",12000.0,0
7137,570,35-39,Man,United States of America,Doctoral degree,Machine Learning Engineer,5-10 years,$0 ($USD),"90,000-99,999",95000.0,0
7138,358,18-21,Man,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),$0-999,500.0,0
7139,1065,22-24,Man,Egypt,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
7140,3039,22-24,Woman,China,Master’s degree,Student,1-3 years,0,0,0.0,0
7141,1592,50-54,Man,Spain,Bachelor’s degree,Other,20+ years,"$1000-$9,999","50,000-59,999",55000.0,5000
7142,741,40-44,Woman,India,Master’s degree,Research Scientist,5-10 years,$1-$99,"4,000-4,999",4500.0,50
7143,681,25-29,Woman,India,Master’s degree,Software Engineer,5-10 years,"$10,000-$99,999","7,500-9,999",8500.0,50000
7144,738,18-21,Woman,India,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"5,000-7,499",65000.0,0
7145,559,25-29,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7146,585,30-34,Man,India,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"25,000-29,999",27000.0,0
7147,524,25-29,Man,China,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"20,000-24,999",23000.0,0
7148,982,25-29,Man,Brazil,Master’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),"1,000-1,999",1500.0,0
7149,675,45-49,Man,United States of America,Doctoral degree,Other,20+ years,$0 ($USD),"300,000-499,999",500000.0,0
7150,333,18-21,Man,India,Master’s degree,Data Analyst,3-5 years,0,0,0.0,0
7151,938,18-21,Woman,India,Bachelor’s degree,Student,5-10 years,0,0,0.0,0
7152,499,45-49,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7153,848,50-54,Man,Italy,Master’s degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0,50
7154,541,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"1,000-1,999",1500.0,0
7155,2996,60-69,Man,Japan,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999",$0-999,500.0,5000
7156,983,18-21,Prefer not to say,China,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
7157,594,40-44,Man,Germany,Master’s degree,Data Scientist,10-20 years,$0 ($USD),"90,000-99,999",95000.0,0
7158,282,25-29,Man,Indonesia,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
7159,3166,45-49,Man,Egypt,No formal education past high school,Business Analyst,5-10 years,$1-$99,"15,000-19,999",17000.0,50
7160,499,18-21,Man,Viet Nam,Bachelor’s degree,Student,5-10 years,0,0,0.0,0
7161,803,30-34,Man,Nigeria,Master’s degree,Data Analyst,5-10 years,$100-$999,$0-999,500.0,500
7162,284,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7163,430,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,0,0,0.0,0
7164,306,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7165,387,25-29,Man,Other,Bachelor’s degree,Business Analyst,< 1 years,0,0,0.0,0
7166,324,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,"10,000-14,999",12000.0,500
7167,647,30-34,Man,Colombia,Master’s degree,Data Scientist,1-3 years,$1-$99,"2,000-2,999",25000.0,50
7168,3822,50-54,Woman,Japan,No formal education past high school,Data Analyst,20+ years,"$100,000 or more ($USD)","7,500-9,999",8500.0,100000
7169,542,25-29,Man,Canada,Bachelor’s degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0,50000
7170,1413,25-29,Man,Nigeria,Master’s degree,Data Analyst,< 1 years,$100-$999,"1,000-1,999",1500.0,500
7171,455,25-29,Man,Germany,Doctoral degree,Research Scientist,10-20 years,"$10,000-$99,999","40,000-49,999",45000.0,50000
7172,557,22-24,Woman,India,Master’s degree,Software Engineer,3-5 years,"$1000-$9,999","20,000-24,999",23000.0,5000
7173,10233,30-34,Woman,Saudi Arabia,Doctoral degree,Student,< 1 years,0,0,0.0,0
7174,687,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
7175,1520,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7176,380,18-21,Woman,China,Bachelor’s degree,Data Analyst,< 1 years,0,0,0.0,0
7177,589,22-24,Man,India,Professional doctorate,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
7178,421,18-21,Man,Mexico,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7179,531,40-44,Woman,United States of America,Doctoral degree,Currently not employed,< 1 years,0,0,0.0,0
7180,709,22-24,Woman,Kenya,Bachelor’s degree,Software Engineer,< 1 years,0,0,0.0,0
7181,3834,18-21,Man,Indonesia,Bachelor’s degree,Software Engineer,1-3 years,0,0,0.0,0
7182,211,18-21,Man,Indonesia,Bachelor’s degree,Business Analyst,< 1 years,0,0,0.0,0
7183,556,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7184,1062,55-59,Man,India,Doctoral degree,Other,10-20 years,$100-$999,"20,000-24,999",23000.0,500
7185,394,18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,I have never written code,$0 ($USD),$0-999,500.0,0
7186,939,30-34,Man,Other,Bachelor’s degree,Student,5-10 years,0,0,0.0,0
7187,779,25-29,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","5,000-7,499",65000.0,5000
7188,1437,25-29,Man,Italy,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","50,000-59,999",55000.0,5000
7189,312,70+,Nonbinary,Other,Professional doctorate,Other,I have never written code,"$100,000 or more ($USD)",">$1,000,000",1000000.0,100000
7190,825,22-24,Woman,Other,Master’s degree,Data Engineer,3-5 years,"$1000-$9,999","2,000-2,999",25000.0,5000
7191,408,25-29,Man,India,Bachelor’s degree,Data Engineer,3-5 years,$0 ($USD),"7,500-9,999",8500.0,0
7192,388,25-29,Man,Switzerland,Master’s degree,Student,5-10 years,0,0,0.0,0
7193,2402,22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,$1-$99,$0-999,500.0,50
7194,3784,25-29,Woman,United States of America,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),"30,000-39,999",35000.0,0
7195,852,30-34,Man,India,Master’s degree,Currently not employed,3-5 years,0,0,0.0,0
7196,3162,30-34,Man,India,Master’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","20,000-24,999",23000.0,100000
7197,736,30-34,Man,Pakistan,Master’s degree,Software Engineer,5-10 years,$1-$99,"1,000-1,999",1500.0,50
7198,3147,45-49,Man,Chile,Master’s degree,Software Engineer,5-10 years,"$10,000-$99,999","3,000-3,999",3500.0,50000
7199,496,45-49,Woman,Singapore,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
7200,470,25-29,Man,United States of America,Doctoral degree,Student,5-10 years,0,0,0.0,0
7201,3872,22-24,Man,China,Master’s degree,Student,< 1 years,0,0,0.0,0
7202,852,40-44,Man,Brazil,Doctoral degree,Research Scientist,20+ years,$1-$99,"25,000-29,999",27000.0,50
7203,166481,30-34,Man,India,Professional doctorate,Research Scientist,1-3 years,"$1000-$9,999","20,000-24,999",23000.0,5000
7204,437,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,5-10 years,0,0,0.0,0
7205,746,22-24,Man,Germany,Master’s degree,Student,1-3 years,0,0,0.0,0
7206,807,25-29,Man,Other,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
7207,777,30-34,Man,India,Bachelor’s degree,Other,5-10 years,$0 ($USD),$0-999,500.0,0
7208,460,30-34,Man,Australia,Master’s degree,Research Scientist,5-10 years,$0 ($USD),"100,000-124,999",120000.0,0
7209,473,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7210,756,18-21,Man,Russia,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,"1,000-1,999",1500.0,500
7211,743,30-34,Man,Viet Nam,Master’s degree,Data Engineer,1-3 years,$1-$99,"10,000-14,999",12000.0,50
7212,214,22-24,Man,India,I prefer not to answer,Student,I have never written code,0,0,0.0,0
7213,584,18-21,Woman,India,Master’s degree,Student,1-3 years,0,0,0.0,0
7214,533,18-21,Man,India,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
7215,305,18-21,Prefer not to say,China,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7216,596,30-34,Woman,China,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","70,000-79,999",75000.0,5000
7217,254,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
7218,18124,30-34,Man,Spain,Master’s degree,Other,5-10 years,"$100,000 or more ($USD)","125,000-149,999",132000.0,100000
7219,906,25-29,Man,Spain,Master’s degree,Other,5-10 years,$1-$99,"150,000-199,999",175000.0,50
7220,308,60-69,Man,Taiwan,Doctoral degree,Research Scientist,20+ years,0,0,0.0,0
7221,962,35-39,Man,South Korea,Doctoral degree,Data Scientist,5-10 years,"$10,000-$99,999","50,000-59,999",55000.0,50000
7222,700,30-34,Man,Colombia,Bachelor’s degree,Other,5-10 years,$0 ($USD),"20,000-24,999",23000.0,0
7223,719,45-49,Man,Other,Bachelor’s degree,Data Analyst,10-20 years,$1-$99,"2,000-2,999",25000.0,50
7224,743,25-29,Man,Egypt,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0,50
7225,353,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,0,0,0.0,0
7226,602,40-44,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,20+ years,$0 ($USD),"30,000-39,999",35000.0,0
7227,694,30-34,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","150,000-199,999",175000.0,5000
7228,923,22-24,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,"1,000-1,999",1500.0,500
7229,558,30-34,Man,Italy,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
7230,1063,45-49,Woman,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years,$0 ($USD),"1,000-1,999",1500.0,0
7231,915,30-34,Man,Japan,I prefer not to answer,Currently not employed,1-3 years,0,0,0.0,0
7232,586,30-34,Woman,Germany,Master’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0,0
7233,585,22-24,Man,Poland,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999",$0-999,500.0,5000
7234,862,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years,0,0,0.0,0
7235,934,40-44,Woman,Australia,Master’s degree,Business Analyst,1-3 years,0,"3,000-3,999",3500.0,0
7236,509,25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
7237,548,55-59,Woman,United States of America,Master’s degree,Product Manager,< 1 years,"$1000-$9,999","250,000-299,999",275000.0,5000
7238,638,30-34,Woman,Greece,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999",23000.0,500
7239,1221,22-24,Man,China,Master’s degree,Student,< 1 years,0,0,0.0,0
7240,483,22-24,Man,Poland,Master’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)",$0-999,500.0,100000
7241,586,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0,50
7242,510,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7243,806,40-44,Man,South Korea,I prefer not to answer,Data Scientist,10-20 years,$100-$999,"70,000-79,999",75000.0,500
7244,720,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"10,000-14,999",12000.0,0
7245,568,30-34,Man,Indonesia,Bachelor’s degree,Other,< 1 years,$0 ($USD),"4,000-4,999",4500.0,0
7246,308,25-29,Man,Spain,Doctoral degree,Data Scientist,5-10 years,0,"30,000-39,999",35000.0,0
7247,540,35-39,Man,India,Master’s degree,Machine Learning Engineer,10-20 years,$1-$99,"125,000-149,999",132000.0,50
7248,384,30-34,Woman,India,Doctoral degree,Other,< 1 years,$0 ($USD),$0-999,500.0,0
7249,312,22-24,Man,Turkey,Master’s degree,Business Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
7250,323,22-24,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7251,376,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,< 1 years,"$1000-$9,999","20,000-24,999",23000.0,5000
7252,292,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7253,749,60-69,Man,South Korea,Master’s degree,Student,3-5 years,0,0,0.0,0
7254,1057,45-49,Man,Israel,Doctoral degree,Data Scientist,3-5 years,"$10,000-$99,999","40,000-49,999",45000.0,50000
7255,185,22-24,Man,China,Bachelor’s degree,Machine Learning Engineer,3-5 years,0,0,0.0,0
7256,641,25-29,Woman,South Korea,Doctoral degree,Data Scientist,3-5 years,$1-$99,"1,000-1,999",1500.0,50
7257,664,30-34,Man,Viet Nam,Master’s degree,Program/Project Manager,5-10 years,"$1000-$9,999","15,000-19,999",17000.0,5000
7258,5255,35-39,Man,Brazil,Master’s degree,Data Analyst,3-5 years,"$10,000-$99,999","4,000-4,999",4500.0,50000
7259,235,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7260,247,18-21,Woman,Taiwan,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7261,408,18-21,Woman,Egypt,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7262,15588,25-29,Woman,Portugal,Doctoral degree,Research Scientist,5-10 years,$100-$999,"1,000-1,999",1500.0,500
7263,311,18-21,Man,United States of America,Master’s degree,Software Engineer,3-5 years,$0 ($USD),$0-999,500.0,0
7264,405,45-49,Woman,Singapore,Master’s degree,Program/Project Manager,I have never written code,$0 ($USD),$0-999,500.0,0
7265,2921,22-24,Man,India,Master’s degree,Data Analyst,1-3 years,$100-$999,"2,000-2,999",25000.0,500
7266,292,18-21,Man,Norway,Bachelor’s degree,Student,5-10 years,0,0,0.0,0
7267,646,35-39,Woman,China,Master’s degree,Business Analyst,1-3 years,$1-$99,"30,000-39,999",35000.0,50
7268,64828,50-54,Man,Turkey,Doctoral degree,Other,20+ years,$0 ($USD),"15,000-19,999",17000.0,0
7269,557,30-34,Man,China,Doctoral degree,Statistician,1-3 years,$1-$99,"5,000-7,499",65000.0,50
7270,443,22-24,Woman,Greece,Master’s degree,Student,1-3 years,0,0,0.0,0
7271,809,22-24,Man,Other,Bachelor’s degree,Currently not employed,3-5 years,0,0,0.0,0
7272,337,18-21,Woman,Taiwan,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7273,303,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,$0-999,500.0,500
7274,344,40-44,Man,Singapore,Bachelor’s degree,Data Engineer,< 1 years,$0 ($USD),"100,000-124,999",120000.0,0
7275,256,30-34,Man,Canada,Doctoral degree,Research Scientist,I have never written code,"$1000-$9,999","50,000-59,999",55000.0,5000
7276,336,22-24,Man,South Korea,I prefer not to answer,Student,1-3 years,0,0,0.0,0
7277,605,22-24,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
7278,135,18-21,Woman,Taiwan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
7279,713,40-44,Woman,Ireland,Bachelor’s degree,Other,3-5 years,"$1000-$9,999","70,000-79,999",75000.0,5000
7280,448,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
7281,412,30-34,Woman,United States of America,Master’s degree,Student,10-20 years,0,0,0.0,0
7282,557,18-21,Woman,Russia,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7283,799,35-39,Man,Belarus,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","50,000-59,999",55000.0,50000
7284,406,30-34,Man,United States of America,Master’s degree,Data Analyst,5-10 years,$1-$99,"100,000-124,999",120000.0,50
7285,1432,45-49,Man,Japan,Master’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,500.0,500
7286,1395,30-34,Man,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"25,000-29,999",27000.0,50
7287,732,30-34,Man,Iraq,Master’s degree,Machine Learning Engineer,20+ years,$0 ($USD),"7,500-9,999",8500.0,0
7288,897,25-29,Man,Russia,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"10,000-14,999",12000.0,0
7289,525,18-21,Man,India,I prefer not to answer,Student,1-3 years,0,0,0.0,0
7290,1146,22-24,Man,China,Master’s degree,Student,< 1 years,0,0,0.0,0
7291,957,35-39,Man,Mexico,Master’s degree,Other,5-10 years,$0 ($USD),"10,000-14,999",12000.0,0
7292,1374,22-24,Man,India,I prefer not to answer,Student,< 1 years,0,0,0.0,0
7293,47316,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
7294,774,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,"5,000-7,499",65000.0,50
7295,443,25-29,Man,Pakistan,Doctoral degree,Student,< 1 years,0,0,0.0,0
7296,355,22-24,Man,Morocco,Master’s degree,Student,1-3 years,0,0,0.0,0
7297,492,18-21,Man,India,Master’s degree,Student,1-3 years,0,0,0.0,0
7298,1879,22-24,Man,India,Master’s degree,Data Scientist,1-3 years,0,0,0.0,0
7299,195,25-29,Man,Sweden,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
7300,76929,18-21,Man,Japan,Master’s degree,Data Engineer,1-3 years,"$1000-$9,999",$0-999,500.0,5000
7301,383,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
7302,696,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,$1-$99,"10,000-14,999",12000.0,50
7303,767,40-44,Man,Germany,Master’s degree,Research Scientist,20+ years,"$100,000 or more ($USD)","100,000-124,999",120000.0,100000
7304,847,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,"1,000-1,999",1500.0,500
7305,1038,25-29,Woman,Turkey,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"10,000-14,999",12000.0,0
7306,866,30-34,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,"$10,000-$99,999","15,000-19,999",17000.0,50000
7307,2241,30-34,Man,Other,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","1,000-1,999",1500.0,5000
7308,793,60-69,Man,Singapore,Master’s degree,Student,5-10 years,0,0,0.0,0
7309,830,25-29,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7310,231,22-24,Woman,Bangladesh,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7311,1045,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Other,3-5 years,"$1000-$9,999","5,000-7,499",65000.0,5000
7312,1374,22-24,Man,Romania,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999",$0-999,500.0,5000
7313,899,35-39,Man,Colombia,Master’s degree,Data Scientist,10-20 years,$100-$999,"3,000-3,999",3500.0,500
7314,201,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20+ years,0,0,0.0,0
7315,256,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
7316,481,18-21,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7317,1580,45-49,Man,Japan,Master’s degree,Product Manager,20+ years,"$1000-$9,999","100,000-124,999",120000.0,5000
7318,309,40-44,Man,United States of America,Doctoral degree,Data Scientist,20+ years,"$100,000 or more ($USD)",">$1,000,000",1000000.0,100000
7319,379,50-54,Man,Israel,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),$0-999,500.0,0
7320,590641,35-39,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7321,972,22-24,Man,Kenya,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7322,927,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0,50
7323,492,25-29,Man,India,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
7324,523,22-24,Woman,India,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
7325,565,35-39,Man,Japan,Bachelor’s degree,Other,1-3 years,$100-$999,"70,000-79,999",75000.0,500
7326,1856,35-39,Prefer to self-describe,Other,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
7327,506,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst,1-3 years,$1-$99,"90,000-99,999",95000.0,50
7328,429,22-24,Woman,India,Master’s degree,Student,1-3 years,0,0,0.0,0
7329,492,22-24,Man,China,Bachelor’s degree,Data Engineer,1-3 years,"$100,000 or more ($USD)","2,000-2,999",25000.0,100000
7330,692,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
7331,558,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"3,000-3,999",3500.0,0
7332,1228,35-39,Man,Nigeria,Master’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0,0
7333,705,30-34,Woman,India,Doctoral degree,Data Scientist,5-10 years,$0 ($USD),"30,000-39,999",35000.0,0
7334,1574,25-29,Man,China,Doctoral degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
7335,993,30-34,Man,Egypt,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"7,500-9,999",8500.0,0
7336,828,40-44,Man,United Arab Emirates,Bachelor’s degree,Software Engineer,10-20 years,"$100,000 or more ($USD)","90,000-99,999",95000.0,100000
7337,666,30-34,Man,Russia,Master’s degree,Student,1-3 years,0,0,0.0,0
7338,553,22-24,Woman,China,Master’s degree,Data Scientist,< 1 years,"$1000-$9,999","10,000-14,999",12000.0,5000
7339,1213,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,3-5 years,0,0,0.0,0
7340,521,25-29,Man,India,Master’s degree,Other,1-3 years,$0 ($USD),$0-999,500.0,0
7341,704,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Student,3-5 years,0,0,0.0,0
7342,544,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
7343,38302,25-29,Man,Taiwan,Master’s degree,Software Engineer,1-3 years,"$1000-$9,999","2,000-2,999",25000.0,5000
7344,368,35-39,Man,Netherlands,Master’s degree,Research Scientist,5-10 years,$100-$999,"100,000-124,999",120000.0,500
7345,790,30-34,Woman,Israel,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"100,000-124,999",120000.0,0
7346,701,40-44,Man,United States of America,Master’s degree,Software Engineer,20+ years,$0 ($USD),"100,000-124,999",120000.0,0
7347,861,35-39,Woman,China,Doctoral degree,Data Analyst,10-20 years,"$1000-$9,999","7,500-9,999",8500.0,5000
7348,594,22-24,Man,Pakistan,Master’s degree,Student,< 1 years,0,0,0.0,0
7349,83342,18-21,Man,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
7350,380,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,< 1 years,0,0,0.0,0
7351,544,45-49,Man,Australia,Master’s degree,Machine Learning Engineer,20+ years,$100-$999,"125,000-149,999",132000.0,500
7352,366,22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years,0,0,0.0,0
7353,1136,40-44,Man,Canada,Master’s degree,Other,10-20 years,"$1000-$9,999","100,000-124,999",120000.0,5000
7354,968,25-29,Man,Japan,I prefer not to answer,Software Engineer,3-5 years,$0 ($USD),"3,000-3,999",3500.0,0
7355,2865,30-34,Man,Japan,Doctoral degree,Currently not employed,5-10 years,0,0,0.0,0
7356,2352,25-29,Prefer not to say,India,I prefer not to answer,DBA/Database Engineer,I have never written code,$0 ($USD),"5,000-7,499",65000.0,0
7357,749,40-44,Man,Pakistan,Master’s degree,Business Analyst,5-10 years,0,0,0.0,0
7358,1246,18-21,Woman,India,Doctoral degree,Student,3-5 years,0,0,0.0,0
7359,312,18-21,Man,Poland,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
7360,1011,25-29,Man,Nigeria,Master’s degree,Other,I have never written code,$100-$999,$0-999,500.0,500
7361,857,18-21,Woman,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0,0
7362,342,60-69,Man,Mexico,Doctoral degree,Research Scientist,I have never written code,$0 ($USD),"15,000-19,999",17000.0,0
7363,362,30-34,Man,United Arab Emirates,Bachelor’s degree,Other,I have never written code,$0 ($USD),"10,000-14,999",12000.0,0
7364,427,50-54,Woman,Algeria,Bachelor’s degree,Business Analyst,1-3 years,0,0,0.0,0
7365,1593,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,3-5 years,$1-$99,"3,000-3,999",3500.0,50
7366,559,25-29,Woman,Germany,Master’s degree,Student,3-5 years,0,0,0.0,0
