Response Time,Age,Gender,Country,Education,Job Title
665,35-39,Woman,India,Bachelor’s degree,Data Scientist
376,18-21,Man,Thailand,Bachelor’s degree,Student
226,18-21,Man,India,Bachelor’s degree,Student
305,18-21,Man,Bangladesh,I prefer not to answer,Student
533,30-34,Woman,India,Doctoral degree,Other
215,22-24,Man,Indonesia,Bachelor’s degree,Data Engineer
732,25-29,Man,India,Bachelor’s degree,Data Scientist
736,30-34,Man,Taiwan,Master’s degree,Data Analyst
545,18-21,Man,Argentina,Some college/university study without earning a bachelor’s degree,Student
290,45-49,Woman,United States of America,Bachelor’s degree,Student
749,22-24,Woman,Turkey,Master’s degree,Data Analyst
563,25-29,Man,Brazil,Master’s degree,Machine Learning Engineer
1130,22-24,Man,Indonesia,Bachelor’s degree,Data Scientist
579,30-34,Man,Brazil,Doctoral degree,Data Scientist
196,70+,Man,United States of America,Master’s degree,Data Analyst
583,22-24,Man,India,Bachelor’s degree,Currently not employed
391,40-44,Man,Germany,I prefer not to answer,Program/Project Manager
301,25-29,Man,India,Bachelor’s degree,Other
794,60-69,Man,Mexico,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer
3312,18-21,Man,India,Bachelor’s degree,Data Analyst
546,30-34,Man,Poland,I prefer not to answer,Program/Project Manager
1231,25-29,Man,India,Bachelor’s degree,Student
877,22-24,Man,Bangladesh,Bachelor’s degree,Student
406,25-29,Man,China,Master’s degree,Data Scientist
1105,22-24,Man,India,Master’s degree,Data Engineer
650,40-44,Man,India,Professional doctorate,Other
149,25-29,Woman,India,Master’s degree,Research Scientist
1251,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed
916,40-44,Man,Nigeria,Bachelor’s degree,Software Engineer
335,18-21,Man,India,Bachelor’s degree,Student
494,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer
529,45-49,Man,Brazil,Doctoral degree,Other
752,40-44,Woman,France,Doctoral degree,Machine Learning Engineer
293,18-21,Man,India,Master’s degree,Currently not employed
739,22-24,Man,India,Bachelor’s degree,Student
324,18-21,Man,China,Bachelor’s degree,Student
688,35-39,Man,India,Bachelor’s degree,Developer Relations/Advocacy
512,25-29,Man,India,Master’s degree,Data Scientist
151,30-34,Man,United States of America,Bachelor’s degree,Data Analyst
1968,30-34,Woman,Netherlands,Bachelor’s degree,Data Scientist
460,18-21,Man,India,Bachelor’s degree,Student
989,25-29,Man,United States of America,Doctoral degree,Data Scientist
203,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student
586,22-24,Man,Morocco,Master’s degree,Program/Project Manager
432,25-29,Man,Tunisia,Master’s degree,Student
1839,22-24,Man,Russia,Master’s degree,Machine Learning Engineer
2308,30-34,Woman,Portugal,Master’s degree,Data Analyst
653,30-34,Man,India,Master’s degree,Data Analyst
702,30-34,Man,Australia,Master’s degree,Data Analyst
902,22-24,Man,Morocco,Master’s degree,Student
2832,55-59,Man,Egypt,Master’s degree,Business Analyst
525,35-39,Man,India,Doctoral degree,Research Scientist
388,25-29,Woman,Turkey,Master’s degree,Data Analyst
799,60-69,Man,United States of America,Bachelor’s degree,Other
641,55-59,Man,India,Master’s degree,Data Engineer
290,18-21,Man,India,Bachelor’s degree,Student
1590,25-29,Man,Egypt,Bachelor’s degree,Business Analyst
610,18-21,Man,India,Bachelor’s degree,Student
920,35-39,Man,India,Professional doctorate,Machine Learning Engineer
209,25-29,Man,Philippines,Bachelor’s degree,DBA/Database Engineer
500,18-21,Man,Egypt,I prefer not to answer,Student
743,30-34,Man,Germany,Master’s degree,Data Scientist
539,25-29,Woman,Germany,Bachelor’s degree,Data Analyst
829,25-29,Man,Japan,Master’s degree,Product Manager
789,22-24,Man,Japan,Master’s degree,Research Scientist
800,50-54,Man,Saudi Arabia,Bachelor’s degree,Other
617,22-24,Man,India,Bachelor’s degree,Data Scientist
628,50-54,Man,Japan,Bachelor’s degree,Product Manager
521,50-54,Man,United States of America,Master’s degree,Data Scientist
809,25-29,Woman,India,Master’s degree,Program/Project Manager
402,30-34,Woman,South Korea,Master’s degree,Business Analyst
649,35-39,Woman,Spain,Master’s degree,Currently not employed
11633,22-24,Man,Australia,Master’s degree,Data Scientist
825,30-34,Woman,Other,Doctoral degree,Research Scientist
867,45-49,Man,Nigeria,Master’s degree,Research Scientist
459,50-54,Man,United States of America,Master’s degree,Student
496,30-34,Woman,India,Master’s degree,Data Analyst
396,18-21,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer
447,50-54,Man,United States of America,Master’s degree,Research Scientist
1835,30-34,Woman,Egypt,Doctoral degree,Research Scientist
762,25-29,Man,Netherlands,Master’s degree,Currently not employed
2036,25-29,Woman,India,Bachelor’s degree,Data Analyst
464,35-39,Man,South Africa,Bachelor’s degree,Developer Relations/Advocacy
2392,35-39,Man,Russia,Master’s degree,Product Manager
386,25-29,Woman,United States of America,Master’s degree,Student
740,25-29,Man,China,Master’s degree,Data Analyst
1121,25-29,Man,India,Bachelor’s degree,Data Scientist
1234,35-39,Man,India,Bachelor’s degree,Data Scientist
1154,40-44,Woman,United States of America,Master’s degree,Student
434,25-29,Man,Taiwan,Master’s degree,Currently not employed
522,30-34,Man,Germany,Master’s degree,Data Scientist
3595,18-21,Man,India,Bachelor’s degree,Data Analyst
2218,22-24,Man,India,Bachelor’s degree,Data Analyst
1217,25-29,Woman,India,Master’s degree,Other
423,22-24,Man,Greece,Master’s degree,Machine Learning Engineer
586,30-34,Man,South Korea,Doctoral degree,Research Scientist
934,40-44,Man,South Africa,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer
556,35-39,Woman,Spain,Doctoral degree,Data Scientist
584,45-49,Man,Malaysia,Master’s degree,Other
241,22-24,Man,Bangladesh,Bachelor’s degree,Currently not employed
511,50-54,Man,Belgium,Master’s degree,Software Engineer
559,22-24,Man,India,Bachelor’s degree,Data Scientist
1076,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student
186,22-24,Man,India,Bachelor’s degree,Currently not employed
450,18-21,Man,United States of America,Bachelor’s degree,Student
969,25-29,Man,Hong Kong (S.A.R.),Bachelor’s degree,Software Engineer
304,25-29,Man,India,Bachelor’s degree,Program/Project Manager
1588,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student
663,30-34,Man,Turkey,Bachelor’s degree,Data Analyst
2243,60-69,Man,Indonesia,Master’s degree,Program/Project Manager
314,18-21,Man,India,Bachelor’s degree,Student
1104,50-54,Man,Taiwan,Master’s degree,Software Engineer
992,22-24,Woman,Other,Master’s degree,Software Engineer
538,35-39,Man,Brazil,Doctoral degree,Student
2306,25-29,Man,Indonesia,Bachelor’s degree,Program/Project Manager
169110,40-44,Woman,France,I prefer not to answer,Student
417,35-39,Man,India,Doctoral degree,Data Scientist
794,25-29,Woman,United States of America,Bachelor’s degree,Other
654,40-44,Man,South Korea,Doctoral degree,Data Scientist
393,35-39,Man,Pakistan,Master’s degree,Business Analyst
599,18-21,Man,India,I prefer not to answer,Machine Learning Engineer
13265,45-49,Man,Israel,Master’s degree,Software Engineer
306,18-21,Man,India,Bachelor’s degree,Data Scientist
623,30-34,Man,India,Master’s degree,Data Scientist
866,60-69,Prefer not to say,Netherlands,Master’s degree,Data Scientist
986,30-34,Man,Other,Bachelor’s degree,Other
9548,25-29,Woman,India,Master’s degree,Currently not employed
795,50-54,Man,South Korea,Professional doctorate,Business Analyst
576,50-54,Man,Spain,Master’s degree,Product Manager
562,22-24,Man,China,Bachelor’s degree,Student
691,40-44,Man,Spain,Master’s degree,Data Scientist
568,25-29,Man,Philippines,Bachelor’s degree,Data Analyst
459,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
2766,18-21,Woman,India,Bachelor’s degree,Student
916,25-29,Man,Japan,Doctoral degree,Student
312,18-21,Woman,India,Master’s degree,Data Scientist
433,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist
829,40-44,Man,India,Master’s degree,Other
1129,18-21,Man,India,Bachelor’s degree,Student
490,60-69,Man,United States of America,Master’s degree,Business Analyst
668,18-21,Man,India,Bachelor’s degree,Data Scientist
855,30-34,Woman,India,Master’s degree,Business Analyst
459,25-29,Man,South Korea,Master’s degree,Data Scientist
724,25-29,Woman,Italy,Master’s degree,Student
705,60-69,Nonbinary,Germany,Master’s degree,Software Engineer
481,25-29,Man,Israel,Master’s degree,Software Engineer
1083,30-34,Man,Brazil,Doctoral degree,Research Scientist
977,60-69,Man,Taiwan,Doctoral degree,Data Analyst
1220,40-44,Man,Brazil,I prefer not to answer,Student
573,22-24,Man,India,Master’s degree,Student
1035,25-29,Man,Russia,Master’s degree,Machine Learning Engineer
513,35-39,Woman,Australia,Doctoral degree,Data Analyst
786,30-34,Man,India,Master’s degree,Program/Project Manager
740,25-29,Man,Australia,Master’s degree,Student
604,25-29,Woman,United States of America,Master’s degree,Software Engineer
468,18-21,Man,India,Bachelor’s degree,Student
753,45-49,Man,Peru,Bachelor’s degree,Software Engineer
558,30-34,Man,Argentina,Master’s degree,Statistician
365,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed
1636,25-29,Man,India,Master’s degree,Software Engineer
421,30-34,Woman,United States of America,Master’s degree,Business Analyst
1114,25-29,Man,India,Bachelor’s degree,Software Engineer
6724,30-34,Man,Nigeria,Master’s degree,Software Engineer
729,22-24,Man,Other,Doctoral degree,Data Scientist
993,55-59,Man,United States of America,Bachelor’s degree,Other
1319,30-34,Man,India,Master’s degree,DBA/Database Engineer
673,22-24,Woman,Tunisia,Master’s degree,Data Scientist
653,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer
1975,55-59,Man,United States of America,Master’s degree,Other
422,22-24,Man,India,Master’s degree,Data Scientist
576,22-24,Man,Other,Master’s degree,Student
2592,35-39,Man,Canada,Some college/university study without earning a bachelor’s degree,Student
910,40-44,Woman,United States of America,Doctoral degree,Research Scientist
1363,40-44,Man,India,Doctoral degree,Data Scientist
608,18-21,Man,India,Bachelor’s degree,Student
1358,18-21,Man,Nigeria,Bachelor’s degree,Software Engineer
545,18-21,Man,India,Master’s degree,Student
1143,45-49,Man,Poland,Master’s degree,Developer Relations/Advocacy
1427,25-29,Man,Germany,Master’s degree,Data Scientist
832,25-29,Woman,Nigeria,Master’s degree,Data Analyst
536,40-44,Man,Germany,Master’s degree,Data Analyst
1157,40-44,Man,Malaysia,Doctoral degree,Statistician
860,22-24,Woman,Kenya,Bachelor’s degree,Software Engineer
1853,50-54,Man,Japan,Bachelor’s degree,Other
1022,25-29,Man,India,Bachelor’s degree,Data Analyst
690,30-34,Man,Russia,Some college/university study without earning a bachelor’s degree,Other
7322,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student
1051,25-29,Man,India,Doctoral degree,Student
297,50-54,Woman,South Korea,Master’s degree,Product Manager
841,30-34,Woman,Netherlands,Doctoral degree,Research Scientist
2330958,22-24,Man,Kenya,Bachelor’s degree,Student
373,25-29,Man,Mexico,Bachelor’s degree,Other
563,50-54,Man,Italy,Bachelor’s degree,Product Manager
1070,40-44,Man,India,Doctoral degree,Program/Project Manager
372,18-21,Man,India,Bachelor’s degree,Data Scientist
845,22-24,Man,Poland,Master’s degree,Data Scientist
750,35-39,Man,Japan,Master’s degree,Software Engineer
706,40-44,Man,Mexico,Professional doctorate,Machine Learning Engineer
421,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst
943,55-59,Man,Kazakhstan,Master’s degree,Currently not employed
868,18-21,Man,India,Bachelor’s degree,Student
303,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer
896,18-21,Man,India,Bachelor’s degree,Student
497,18-21,Man,Indonesia,Bachelor’s degree,Student
245,22-24,Man,Canada,Bachelor’s degree,Student
491,25-29,Man,India,Bachelor’s degree,Software Engineer
411,18-21,Man,Pakistan,Bachelor’s degree,Student
1245,45-49,Woman,Philippines,Doctoral degree,Program/Project Manager
902,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst
1673,45-49,Man,United States of America,Master’s degree,Student
819,30-34,Man,Other,Bachelor’s degree,Other
606,30-34,Man,Australia,Master’s degree,Data Scientist
571,25-29,Man,Turkey,Bachelor’s degree,Software Engineer
226,18-21,Man,Viet Nam,Bachelor’s degree,Research Scientist
376,60-69,Man,Colombia,Master’s degree,Other
130,22-24,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer
740,35-39,Man,India,Doctoral degree,Student
648,25-29,Man,India,Master’s degree,Software Engineer
747,45-49,Man,India,Master’s degree,Data Scientist
1095,30-34,Man,Other,Master’s degree,Data Analyst
226,22-24,Man,India,Bachelor’s degree,DBA/Database Engineer
201,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
409,45-49,Man,India,Professional doctorate,Statistician
560,30-34,Man,Portugal,Doctoral degree,Machine Learning Engineer
2438,18-21,Woman,Russia,Bachelor’s degree,Student
386,18-21,Man,India,Bachelor’s degree,Student
509,30-34,Man,China,Bachelor’s degree,Product Manager
2702,30-34,Man,South Korea,Bachelor’s degree,Other
30752,18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Currently not employed
466,45-49,Man,United States of America,Professional doctorate,Data Scientist
902,35-39,Man,United States of America,Master’s degree,Business Analyst
447,40-44,Woman,India,Doctoral degree,Machine Learning Engineer
324,22-24,Man,Italy,Master’s degree,Currently not employed
468,40-44,Man,Brazil,Master’s degree,Data Scientist
466,25-29,Woman,Viet Nam,Master’s degree,Research Scientist
595,22-24,Woman,France,Master’s degree,Student
360,30-34,Man,Germany,Doctoral degree,Data Analyst
427,40-44,Man,India,Bachelor’s degree,Product Manager
1025,22-24,Man,Japan,Bachelor’s degree,Student
1804,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist
641,18-21,Man,China,Bachelor’s degree,Currently not employed
432,22-24,Man,Taiwan,Master’s degree,Student
614,40-44,Man,India,Doctoral degree,Student
685,22-24,Man,India,Bachelor’s degree,Student
1161,35-39,Woman,India,Bachelor’s degree,Data Engineer
344,25-29,Man,Germany,Master’s degree,Student
2637,55-59,Man,Germany,Doctoral degree,Software Engineer
225,22-24,Man,Italy,Doctoral degree,Student
511,22-24,Man,Poland,Bachelor’s degree,Software Engineer
326,25-29,Man,United Arab Emirates,Bachelor’s degree,Data Scientist
648,25-29,Man,India,Master’s degree,Currently not employed
625,18-21,Man,India,Bachelor’s degree,Student
155,30-34,Woman,Ukraine,Master’s degree,Currently not employed
1178,30-34,Woman,Germany,Master’s degree,Data Analyst
430,35-39,Man,India,Bachelor’s degree,Other
348,18-21,Man,Philippines,Bachelor’s degree,Developer Relations/Advocacy
1041,18-21,Woman,Egypt,Bachelor’s degree,Student
2289,35-39,Woman,Nigeria,Master’s degree,Business Analyst
809,30-34,Man,India,Master’s degree,Currently not employed
211,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst
2483,22-24,Man,Egypt,Bachelor’s degree,Currently not employed
291,25-29,Man,Nigeria,Master’s degree,Data Analyst
471,18-21,Woman,India,Bachelor’s degree,Data Analyst
406,55-59,Man,United States of America,Professional doctorate,Research Scientist
566,55-59,Man,Netherlands,Master’s degree,Data Scientist
174,25-29,Man,Nigeria,Bachelor’s degree,Student
380,25-29,Man,India,Master’s degree,Data Scientist
331,18-21,Man,India,Bachelor’s degree,Student
537,30-34,Man,Russia,No formal education past high school,Currently not employed
393,22-24,Man,India,Master’s degree,Student
984,35-39,Man,India,Master’s degree,Machine Learning Engineer
465,30-34,Man,United States of America,Bachelor’s degree,Data Scientist
897,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst
866,30-34,Woman,Viet Nam,Bachelor’s degree,Currently not employed
37615,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student
515,30-34,Man,Turkey,Doctoral degree,Research Scientist
509,22-24,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer
1363,45-49,Man,Japan,Bachelor’s degree,Other
838,30-34,Man,Viet Nam,Master’s degree,Product Manager
2117,60-69,Man,Japan,Bachelor’s degree,Program/Project Manager
645,55-59,Man,Thailand,Master’s degree,Research Scientist
939,40-44,Man,Spain,Doctoral degree,Research Scientist
289,18-21,Man,India,Bachelor’s degree,Student
5722,35-39,Man,Italy,Master’s degree,Software Engineer
403,18-21,Man,India,Bachelor’s degree,Student
356,18-21,Woman,India,Bachelor’s degree,Software Engineer
669,25-29,Man,Pakistan,Bachelor’s degree,Software Engineer
764,40-44,Man,Other,I prefer not to answer,Student
298,18-21,Man,India,Bachelor’s degree,Student
1000,25-29,Man,India,I prefer not to answer,Currently not employed
866,30-34,Man,Turkey,Bachelor’s degree,Machine Learning Engineer
234,30-34,Woman,India,Doctoral degree,Research Scientist
749,45-49,Woman,Portugal,Bachelor’s degree,Other
639,25-29,Nonbinary,Ecuador,Master’s degree,Software Engineer
808,30-34,Woman,Russia,Master’s degree,Business Analyst
719,25-29,Man,Pakistan,Master’s degree,Student
810,25-29,Man,United States of America,Master’s degree,Student
664,45-49,Man,Australia,Master’s degree,Currently not employed
307301,18-21,Man,India,Master’s degree,Student
638,45-49,Man,Germany,Doctoral degree,Currently not employed
947,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst
667,40-44,Man,India,Bachelor’s degree,Program/Project Manager
37401,30-34,Man,United Arab Emirates,Doctoral degree,Data Scientist
12106,18-21,Woman,Egypt,Bachelor’s degree,Currently not employed
739,30-34,Man,Saudi Arabia,Bachelor’s degree,Other
1230113,30-34,Man,France,Master’s degree,Program/Project Manager
567,25-29,Man,Turkey,Bachelor’s degree,Machine Learning Engineer
881,18-21,Man,China,Bachelor’s degree,Student
386,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed
1941,45-49,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Other
1284,22-24,Man,Other,Master’s degree,Business Analyst
1166,60-69,Man,Spain,Master’s degree,Other
4096,50-54,Man,Other,Doctoral degree,Research Scientist
506,55-59,Man,Italy,Doctoral degree,Research Scientist
505,25-29,Man,India,Master’s degree,Currently not employed
1334,35-39,Woman,Other,Master’s degree,Other
507,18-21,Woman,India,Bachelor’s degree,Student
218,22-24,Woman,India,Bachelor’s degree,Data Analyst
395,25-29,Man,India,Bachelor’s degree,Student
1242,30-34,Man,China,Master’s degree,Business Analyst
7215,30-34,Woman,India,Master’s degree,Program/Project Manager
1005,40-44,Man,Colombia,Doctoral degree,Other
394,25-29,Man,United States of America,Bachelor’s degree,Software Engineer
830,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
743,22-24,Woman,France,Master’s degree,Data Scientist
637,25-29,Woman,India,Master’s degree,Business Analyst
417,22-24,Man,India,Master’s degree,Student
482,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst
1013,50-54,Man,Japan,No formal education past high school,Software Engineer
481,30-34,Woman,Pakistan,Master’s degree,Statistician
854,55-59,Man,Japan,Master’s degree,Other
875,22-24,Man,India,Bachelor’s degree,Data Analyst
640,30-34,Man,Brazil,Bachelor’s degree,Data Scientist
455,18-21,Man,India,Bachelor’s degree,Student
806,45-49,Man,Spain,Bachelor’s degree,Data Analyst
1048,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst
244,25-29,Woman,United States of America,Master’s degree,Currently not employed
160,18-21,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed
216,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Student
243,40-44,Man,United States of America,Bachelor’s degree,Currently not employed
2317,35-39,Man,United States of America,Master’s degree,Other
647,25-29,Man,Germany,Master’s degree,Currently not employed
754,18-21,Man,India,Bachelor’s degree,Student
1980,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
441,50-54,Woman,Poland,Master’s degree,Business Analyst
919,18-21,Man,Russia,Bachelor’s degree,Software Engineer
571,18-21,Man,India,Bachelor’s degree,Data Scientist
717,18-21,Woman,Viet Nam,Bachelor’s degree,Data Scientist
1207,40-44,Man,Egypt,Doctoral degree,Research Scientist
171134,22-24,Man,Kenya,Bachelor’s degree,Student
456482,30-34,Man,United States of America,Bachelor’s degree,Software Engineer
546,22-24,Man,India,Master’s degree,Student
1428,50-54,Man,South Africa,Master’s degree,Software Engineer
743,25-29,Man,France,Master’s degree,Business Analyst
511,30-34,Man,Austria,Doctoral degree,Data Scientist
373,25-29,Man,India,Master’s degree,Program/Project Manager
340,40-44,Man,China,Master’s degree,Product Manager
708,30-34,Man,Sweden,No formal education past high school,Other
3230,45-49,Man,Canada,Bachelor’s degree,Currently not employed
430,18-21,Man,Viet Nam,I prefer not to answer,Student
866,25-29,Man,Japan,Master’s degree,Data Scientist
907,25-29,Woman,Morocco,Master’s degree,Statistician
366,18-21,Man,India,Bachelor’s degree,Student
2418,30-34,Man,Brazil,Doctoral degree,Data Scientist
747,22-24,Man,Brazil,Bachelor’s degree,Data Analyst
724,25-29,Man,Japan,Master’s degree,Software Engineer
449,18-21,Woman,Malaysia,Bachelor’s degree,Student
349,18-21,Man,Spain,Bachelor’s degree,Student
641,50-54,Man,Ireland,Doctoral degree,Other
296,18-21,Man,India,Bachelor’s degree,Student
380,40-44,Man,Ukraine,Master’s degree,Data Analyst
849,18-21,Man,India,Bachelor’s degree,Student
203,22-24,Woman,India,Master’s degree,Student
1027,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student
496,45-49,Man,Brazil,Master’s degree,Student
2698,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Developer Relations/Advocacy
2717,45-49,Woman,India,Master’s degree,Other
942,25-29,Woman,Pakistan,Bachelor’s degree,Other
300,40-44,Man,Taiwan,Master’s degree,Machine Learning Engineer
861,25-29,Woman,South Africa,Master’s degree,Student
421,25-29,Man,India,Bachelor’s degree,Other
3218,25-29,Woman,Nigeria,Bachelor’s degree,Other
570754,18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Student
1044,35-39,Man,Turkey,Master’s degree,Data Scientist
561,22-24,Man,Other,Bachelor’s degree,Data Scientist
1031,30-34,Man,Austria,Bachelor’s degree,Software Engineer
3001,30-34,Man,Germany,Master’s degree,Research Scientist
381,18-21,Man,India,Master’s degree,Student
222,18-21,Man,Viet Nam,Bachelor’s degree,Student
1077,35-39,Man,Nigeria,Doctoral degree,Business Analyst
498,50-54,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer
1243,25-29,Woman,Other,Bachelor’s degree,Machine Learning Engineer
617,35-39,Man,Ukraine,Bachelor’s degree,Software Engineer
236,22-24,Man,India,Bachelor’s degree,Currently not employed
162,18-21,Woman,Malaysia,Bachelor’s degree,Student
353,18-21,Man,India,Bachelor’s degree,Data Analyst
784,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst
610,22-24,Man,Kenya,Bachelor’s degree,Student
748,22-24,Man,Tunisia,Master’s degree,Machine Learning Engineer
789,25-29,Man,Malaysia,Bachelor’s degree,Data Engineer
573,25-29,Man,India,I prefer not to answer,Student
474,45-49,Man,Japan,Master’s degree,Software Engineer
542,30-34,Man,Mexico,Master’s degree,Program/Project Manager
14517,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer
537,25-29,Woman,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist
498,25-29,Man,India,Bachelor’s degree,Currently not employed
459,18-21,Woman,India,Master’s degree,Data Scientist
757,22-24,Man,China,Master’s degree,Student
2309,25-29,Woman,India,Bachelor’s degree,Currently not employed
845,50-54,Man,Japan,No formal education past high school,Currently not employed
692,25-29,Man,Spain,Master’s degree,Data Scientist
243,18-21,Man,Nepal,Bachelor’s degree,Student
1204,25-29,Man,Other,Master’s degree,Currently not employed
479,25-29,Woman,India,Master’s degree,Data Scientist
80422,22-24,Man,India,Bachelor’s degree,Business Analyst
396,25-29,Man,Austria,Master’s degree,Student
835,25-29,Man,Belgium,Master’s degree,Data Scientist
693,25-29,Man,Other,Bachelor’s degree,Data Scientist
332,22-24,Woman,India,Bachelor’s degree,Currently not employed
557,18-21,Man,Ukraine,Master’s degree,Student
666,60-69,Man,United States of America,Doctoral degree,Statistician
544,22-24,Woman,India,Master’s degree,Data Analyst
511,22-24,Man,Greece,Master’s degree,Machine Learning Engineer
331,18-21,Woman,Nigeria,Bachelor’s degree,Student
3099,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst
309,35-39,Woman,Algeria,Doctoral degree,Research Scientist
765,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist
600,22-24,Man,Belgium,Master’s degree,Machine Learning Engineer
906,25-29,Man,Singapore,Bachelor’s degree,Data Analyst
765,25-29,Man,Peru,Bachelor’s degree,Data Scientist
455,18-21,Man,Viet Nam,Bachelor’s degree,Student
1501,22-24,Woman,Pakistan,Master’s degree,Data Analyst
1069,18-21,Man,India,Bachelor’s degree,Student
560,30-34,Nonbinary,United States of America,Bachelor’s degree,Currently not employed
488,35-39,Man,Australia,Bachelor’s degree,Business Analyst
429,22-24,Woman,Saudi Arabia,Master’s degree,Student
799,22-24,Man,Tunisia,Master’s degree,Currently not employed
127,18-21,Man,India,Bachelor’s degree,Student
671,45-49,Man,India,Master’s degree,Statistician
155,18-21,Woman,United States of America,Master’s degree,Student
1202,30-34,Man,India,Master’s degree,Product Manager
501,22-24,Woman,India,Bachelor’s degree,Software Engineer
486,25-29,Man,Kenya,Bachelor’s degree,Student
155,22-24,Man,Brazil,Bachelor’s degree,Student
937,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer
975,40-44,Man,United States of America,Master’s degree,Data Scientist
658,22-24,Man,India,I prefer not to answer,Data Engineer
194,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
218,25-29,Man,Indonesia,Bachelor’s degree,Other
357,22-24,Man,Egypt,Bachelor’s degree,Data Analyst
571,50-54,Man,Chile,Doctoral degree,Research Scientist
9225,45-49,Man,Argentina,No formal education past high school,Program/Project Manager
393,30-34,Man,United States of America,Doctoral degree,Research Scientist
630,60-69,Man,Japan,Doctoral degree,Currently not employed
2532,35-39,Man,Germany,Bachelor’s degree,Other
145,25-29,Man,Spain,Master’s degree,Data Scientist
580,22-24,Man,United States of America,Master’s degree,Student
294,22-24,Man,Viet Nam,I prefer not to answer,DBA/Database Engineer
430,18-21,Woman,Egypt,Bachelor’s degree,Software Engineer
390,25-29,Man,Taiwan,Master’s degree,Student
3495,18-21,Man,Canada,Master’s degree,Statistician
234,18-21,Man,Philippines,Bachelor’s degree,Student
484,18-21,Woman,India,Bachelor’s degree,Student
827,30-34,Man,France,Doctoral degree,Research Scientist
780,50-54,Man,Thailand,I prefer not to answer,Program/Project Manager
415,45-49,Woman,United States of America,Master’s degree,Statistician
1605,22-24,Man,India,Master’s degree,Student
30175,22-24,Woman,China,Master’s degree,Student
510,25-29,Woman,Canada,Bachelor’s degree,Data Engineer
1029,22-24,Woman,India,Bachelor’s degree,Currently not employed
991,60-69,Man,Other,Doctoral degree,Business Analyst
1192,70+,Man,India,Doctoral degree,Research Scientist
298,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst
539,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student
26320,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst
359,35-39,Man,Turkey,Master’s degree,Business Analyst
326,18-21,Woman,Germany,Master’s degree,Student
1205,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
280733,35-39,Man,Tunisia,Master’s degree,Data Engineer
674,18-21,Man,Turkey,Bachelor’s degree,Research Scientist
795,60-69,Man,France,Master’s degree,Data Scientist
612,40-44,Man,India,Master’s degree,Other
1170,60-69,Man,Japan,Doctoral degree,Other
